stamp,date,local_hour,lat,lon,night_fog_diff,nfd_local_bg,nfd_anomaly,cloud_proxy,label_real_fire_nearby
20231109_1212,20231109,17,35.0,58.25,1.492,0.5951520000000006,0.8968479999999994,0.031,False
20231107_1212,20231107,17,36.75,64.25,5.78,7.622638399999999,-1.8426383999999985,0.278,False
20231109_0212,20231109,7,35.0,56.0,-4.125,-4.557265882352942,0.43226588235294194,0.148,False
20231103_0212,20231103,7,29.5,67.75,9.586,12.874089600000003,-3.288089600000003,0.112,True
20231113_0212,20231113,7,38.0,72.25,-4.467,-4.098186440677964,-0.3688135593220361,0.465,False
20231107_0212,20231107,7,23.75,71.25,12.613,13.228147435897432,-0.6151474358974323,0.093,True
20231113_1212,20231113,17,28.25,69.5,17.196,7.533967999999996,9.662032000000005,0.89,True
20231111_1212,20231111,17,27.0,65.75,-4.127,-3.932371199999999,-0.1946288000000007,0.0,False
20231102_1212,20231102,17,21.75,63.25,-0.942,-1.5690259999999998,0.6270259999999999,0.013,False
20231110_0212,20231110,7,27.5,62.5,-3.758,-3.7723456000000004,0.014345600000000402,0.172,False
20231102_1212,20231102,17,30.0,55.0,20.515,9.665861538461538,10.849138461538463,0.74,False
20231115_0212,20231115,7,22.0,60.5,2.87,-0.3459295238095278,3.215929523809528,0.133,False
20231101_1212,20231101,17,39.0,70.0,-3.776,-3.140065274151435,-0.6359347258485646,0.268,False
20231114_1212,20231114,17,20.75,74.5,5.973,-5.542048309178747,11.515048309178747,0.345,False
20231115_0212,20231115,7,23.25,61.5,-4.511,-1.5039776000000027,-3.0070223999999977,0.0,False
20231101_0212,20231101,7,24.25,71.5,10.74,12.56090429042905,-1.8209042904290502,0.072,False
20231105_0212,20231105,7,23.0,71.0,7.889,11.140667199999996,-3.2516671999999955,0.06,False
20231115_1212,20231115,17,28.25,66.5,-2.26,-2.020143999999999,-0.23985600000000096,0.02,False
20231106_0212,20231106,7,32.0,57.0,-3.096,-2.7776000000000023,-0.3183999999999978,0.172,False
20231107_1212,20231107,17,34.0,56.0,2.656,4.75803529411765,-2.1020352941176497,0.0,False
20231111_0212,20231111,7,33.0,64.25,-3.814,-3.9070351999999997,0.09303519999999965,0.34,False
20231110_1212,20231110,17,34.75,70.0,-5.707,-3.6396385737439223,-2.0673614262560776,0.121,False
20231111_1212,20231111,17,26.0,59.0,9.735,2.2790704000000015,7.4559295999999975,0.06,False
20231102_0212,20231102,7,33.0,65.0,4.188,2.4843647999999976,1.7036352000000021,0.242,False
20231103_1212,20231103,17,27.25,70.5,-0.042,2.834252800000034,-2.876252800000034,0.112,False
20231107_0212,20231107,7,29.5,69.5,-1.338,21.3576672,-22.695667200000003,0.354,False
20231107_1212,20231107,17,22.25,64.75,2.864,0.5431436363636253,2.3208563636363744,0.058,False
20231103_1212,20231103,17,39.5,58.5,22.435,17.562010666666662,4.8729893333333365,0.987,False
20231113_0212,20231113,7,34.25,56.25,-3.987,-2.4864066666666673,-1.5005933333333328,0.237,False
20231101_1212,20231101,17,31.0,72.0,-2.891,2.2387222222222203,-5.12972222222222,0.165,True
20231110_1212,20231110,17,28.25,69.0,-6.61,-5.180801600000001,-1.4291983999999998,0.0,True
20231111_1212,20231111,17,39.0,72.0,9.182,0.7489149797570831,8.433085020242917,1.0,False
20231110_1212,20231110,17,21.25,72.25,-0.852,-1.8262614213198023,0.9742614213198023,0.121,False
20231105_1212,20231105,17,36.0,56.5,5.628,8.593138947368422,-2.9651389473684215,0.098,False
20231111_1212,20231111,17,21.25,70.75,-2.725,-3.354346666666669,0.6293466666666689,0.022,False
20231114_0212,20231114,7,21.5,72.5,30.012,24.148941919191927,5.863058080808074,0.686,False
20231111_1212,20231111,17,39.5,58.25,-2.165,0.10661333333333338,-2.2716133333333333,0.102,False
20231115_0212,20231115,7,23.5,57.25,8.522,-1.3760709090909098,9.89807090909091,0.396,False
20231114_1212,20231114,17,34.75,72.5,-8.231,-6.780124031007752,-1.4508759689922481,0.128,False
20231110_1212,20231110,17,29.0,67.0,-2.953,-3.8381392000000005,0.8851392000000007,0.031,True
20231114_1212,20231114,17,31.75,71.0,-8.099,-6.779310763888881,-1.3196892361111194,0.06,True
20231115_1212,20231115,17,35.0,58.75,8.581,1.0253008000000006,7.555699199999999,0.278,False
20231112_0212,20231112,7,39.25,68.0,-5.011,-3.708058227848101,-1.302941772151899,0.396,False
20231106_1212,20231106,17,39.5,57.75,-1.657,0.1695499999999999,-1.82655,0.042,False
20231110_1212,20231110,17,38.25,71.25,-3.834,-1.0259553072625682,-2.8080446927374316,0.502,False
20231105_0212,20231105,7,20.25,65.0,1.07,2.7264314285714355,-1.6564314285714354,0.0,False
20231115_0212,20231115,7,22.5,66.25,-0.655,-0.8227547826086985,0.16775478260869847,0.0,False
20231106_0212,20231106,7,38.25,61.25,-5.71,-4.169627999999999,-1.5403720000000014,0.445,False
20231103_1212,20231103,17,37.25,68.5,-5.928,-3.9692828282828265,-1.9587171717171734,0.155,False
20231114_0212,20231114,7,34.5,63.25,-0.84,-2.6043423999999997,1.7643423999999999,0.362,False
20231109_1212,20231109,17,26.25,59.25,0.334,0.3043519999999996,0.029648000000000396,0.0,False
20231106_0212,20231106,7,33.5,71.75,27.603,23.064192066805845,4.538807933194157,0.8,False
20231109_1212,20231109,17,32.75,67.0,3.609,1.1404703999999999,2.4685296,0.284,False
20231111_1212,20231111,17,24.25,65.0,-5.781,-2.963888,-2.817112,0.0,False
20231112_0212,20231112,7,20.5,71.0,16.453,19.76146666666667,-3.3084666666666713,0.252,False
20231111_0212,20231111,7,20.25,68.25,7.178,2.7091971428571586,4.468802857142841,0.047,False
20231104_1212,20231104,17,38.75,58.75,21.095,14.369346666666663,6.7256533333333355,0.852,False
20231114_0212,20231114,7,36.5,71.5,-3.097,-3.6812388392857183,0.5842388392857183,0.594,False
20231113_0212,20231113,7,35.75,61.75,-5.545,-5.507262399999999,-0.037737600000000704,0.268,False
20231115_0212,20231115,7,26.25,67.75,-0.443,-0.5096047999999981,0.06660479999999808,0.086,True
20231114_0212,20231114,7,23.75,73.5,25.477,30.28213138686132,-4.805131386861319,0.597,False
20231105_0212,20231105,7,39.75,65.5,9.66,9.699114285714288,-0.03911428571428743,0.881,False
20231107_0212,20231107,7,38.5,62.0,2.1,-1.4828294736842107,3.582829473684211,0.474,False
20231103_0212,20231103,7,25.75,71.5,16.233,17.06038785834739,-0.8273878583473895,0.119,True
20231110_1212,20231110,17,27.5,73.5,-7.89,-5.389607999999998,-2.5003920000000015,0.067,True
20231109_0212,20231109,7,34.0,63.0,-4.159,-5.148847999999999,0.9898479999999994,0.34,False
20231102_0212,20231102,7,37.0,70.5,24.672,8.430804469273744,16.24119553072626,0.359,False
20231112_0212,20231112,7,30.25,67.75,-2.424,-0.16875519999999233,-2.255244800000008,0.194,False
20231108_0212,20231108,7,21.5,59.75,-1.063,0.29564631578947037,-1.3586463157894704,0.004,False
20231103_1212,20231103,17,31.0,58.5,13.568,17.17898399999999,-3.6109839999999895,0.907,False
20231107_1212,20231107,17,24.5,63.25,-2.989,2.003987199999987,-4.9929871999999875,0.0,False
20231113_1212,20231113,17,26.5,60.0,-2.152,2.2134320000000036,-4.365432000000004,0.0,False
20231112_1212,20231112,17,36.75,69.75,-7.099,-4.952799336650083,-2.1462006633499175,0.252,False
20231101_1212,20231101,17,38.0,69.75,-6.569,-1.9814248496993985,-4.5875751503006015,0.217,False
20231111_1212,20231111,17,35.25,56.25,-1.842,1.197651111111111,-3.039651111111111,0.0,False
20231113_0212,20231113,7,35.0,68.75,-3.964,-3.5108160000000033,-0.4531839999999967,0.332,False
20231102_1212,20231102,17,30.0,55.5,21.948,9.477685333333332,12.470314666666669,0.49,False
20231111_0212,20231111,7,33.5,55.0,-3.168,-0.2877169230769232,-2.880283076923077,0.182,False
20231110_0212,20231110,7,34.5,67.75,-3.281,-2.8266400000000003,-0.4543599999999999,0.454,False
20231109_1212,20231109,17,24.0,65.75,-4.161,-0.22340000000000038,-3.9375999999999993,0.0,False
20231102_0212,20231102,7,35.5,68.25,11.844,8.201379807692309,3.6426201923076906,0.393,False
20231111_1212,20231111,17,33.75,65.75,-2.24,0.035028800000002226,-2.2750288000000025,0.084,False
20231103_1212,20231103,17,22.25,63.25,8.103,4.537847272727284,3.565152727272716,0.245,False
20231111_0212,20231111,7,34.5,58.5,-4.269,-1.6468111999999997,-2.6221888000000004,0.207,False
20231106_1212,20231106,17,33.75,66.5,10.914,14.298968000000006,-3.384968000000006,0.661,False
20231107_1212,20231107,17,35.0,56.0,-1.189,5.717444705882355,-6.906444705882355,0.0,False
20231115_0212,20231115,7,34.0,71.0,-4.747,-0.009427787934187583,-4.737572212065812,0.297,False
20231104_1212,20231104,17,26.0,70.25,0.098,-0.2847983999999997,0.38279839999999965,0.098,False
20231108_1212,20231108,17,29.75,71.25,-4.854,0.915095986038376,-5.769095986038376,0.128,True
20231104_1212,20231104,17,25.0,72.0,-1.258,-0.5608254545454706,-0.6971745454545294,0.1,True
20231102_0212,20231102,7,24.25,57.5,-3.014,-3.393050434782607,0.37905043478260714,0.0,False
20231113_0212,20231113,7,21.75,74.5,72.861,29.84905078125,43.011949218750004,1.0,False
20231113_1212,20231113,17,26.75,63.25,14.469,5.5128928,8.956107199999998,0.536,False
20231110_1212,20231110,17,30.25,60.25,-0.495,-1.0043263999999987,0.5093263999999987,0.0,False
20231108_1212,20231108,17,23.5,65.0,4.135,4.709369599999998,-0.574369599999998,0.093,False
20231109_0212,20231109,7,22.0,57.25,-5.09,-4.132900432900432,-0.9570995670995677,0.008,False
20231115_0212,20231115,7,32.25,72.25,-4.579,0.19018609865470823,-4.769186098654708,0.126,True
20231104_1212,20231104,17,21.25,73.25,-3.28,-1.5156521739130122,-1.7643478260869876,0.072,False
20231102_1212,20231102,17,29.75,66.75,-0.469,0.6122623999999987,-1.0812623999999986,0.119,False
20231105_1212,20231105,17,38.0,66.5,0.984,10.78336571428572,-9.79936571428572,0.247,False
20231104_0212,20231104,7,39.25,70.5,-0.976,0.5198588957055227,-1.4958588957055228,0.436,False
20231101_0212,20231101,7,21.25,59.0,-5.757,-3.0590799999999994,-2.6979200000000003,0.0,False
20231102_0212,20231102,7,25.0,58.25,-2.268,-2.949443200000001,0.6814432000000012,0.0,False
20231108_0212,20231108,7,34.25,66.75,13.631,8.019177599999999,5.611822400000001,0.751,False
20231105_0212,20231105,7,25.75,68.5,12.558,10.074086400000008,2.483913599999992,0.102,True
20231109_0212,20231109,7,31.0,55.5,-3.33,-4.092861333333334,0.7628613333333343,0.252,False
20231111_1212,20231111,17,40.0,69.0,4.128,4.480933544303798,-0.35293354430379775,0.951,False
20231110_1212,20231110,17,38.25,55.0,19.942,9.762,10.18,0.848,False
20231105_0212,20231105,7,32.25,55.25,-1.893,-2.13766,0.24465999999999988,0.427,False
20231114_0212,20231114,7,22.5,73.5,21.517,27.93900260416667,-6.422002604166671,0.465,False
20231101_0212,20231101,7,36.75,67.75,10.073,6.325444444444447,3.7475555555555538,0.318,False
20231105_0212,20231105,7,32.5,67.25,2.16,8.873657600000005,-6.713657600000005,0.271,False
20231112_1212,20231112,17,35.25,58.75,-0.278,-0.7236336,0.44563359999999996,0.029,False
20231101_0212,20231101,7,38.25,58.0,-5.093,-2.91539,-2.17761,0.214,False
20231105_1212,20231105,17,36.0,60.25,11.872,11.657753600000001,0.21424639999999862,0.493,False
20231104_0212,20231104,7,31.75,61.25,-2.956,-1.8328768000000004,-1.1231231999999995,0.197,False
20231101_0212,20231101,7,33.5,60.25,-4.181,-3.5596960000000006,-0.6213039999999994,0.247,False
20231108_1212,20231108,17,39.0,56.75,-1.196,6.243944117647058,-7.439944117647058,0.063,False
20231115_0212,20231115,7,31.25,55.75,-1.976,-3.1217824999999992,1.1457824999999993,0.202,False
20231109_1212,20231109,17,28.0,63.0,-0.554,-0.47299359999999907,-0.08100640000000098,0.0,False
20231103_1212,20231103,17,27.0,68.5,-3.855,6.092806399999984,-9.947806399999983,0.026,True
20231110_0212,20231110,7,24.25,66.75,-1.342,-0.521859199999999,-0.8201408000000011,0.0,False
20231106_1212,20231106,17,40.0,62.0,-2.846,0.4125600000000001,-3.25856,0.1,False
20231107_1212,20231107,17,27.25,67.75,6.223,3.251478400000013,2.9715215999999867,0.192,False
20231101_1212,20231101,17,29.25,65.0,1.796,3.607497600000005,-1.8114976000000051,0.145,False
20231103_0212,20231103,7,20.5,68.75,25.319,9.542013333333337,15.776986666666662,0.194,False
20231103_1212,20231103,17,20.75,73.25,-3.699,-1.6769547038327528,-2.022045296167247,0.054,False
20231111_0212,20231111,7,39.0,66.0,7.817,1.4880894117647057,6.328910588235295,0.714,False
20231107_1212,20231107,17,36.5,69.0,4.787,7.036587378640774,-2.249587378640774,0.604,False
20231113_0212,20231113,7,25.75,70.5,45.049,24.514407999999996,20.534592000000004,0.933,False
20231102_1212,20231102,17,30.0,61.0,1.068,2.7392591999999985,-1.6712591999999984,0.013,False
20231104_0212,20231104,7,21.5,60.25,5.162,4.9018084210526265,0.26019157894737344,0.179,False
20231102_0212,20231102,7,23.25,70.0,8.417,11.862609600000006,-3.4456096000000063,0.058,False
20231107_0212,20231107,7,28.0,67.0,4.2,8.725976000000001,-4.525976000000001,0.197,False
20231109_1212,20231109,17,26.0,66.25,0.584,-1.6336272,2.2176272,0.0,True
20231110_0212,20231110,7,27.0,67.75,-2.817,-1.0642080000000003,-1.752792,0.049,False
20231110_1212,20231110,17,29.75,71.25,-7.16,-5.98746422338569,-1.1725357766143105,0.063,True
20231115_0212,20231115,7,34.5,61.25,3.101,-2.1505535999999985,5.2515535999999985,0.517,False
20231114_0212,20231114,7,29.5,61.75,-3.626,-1.8460224000000003,-1.7799775999999996,0.209,False
20231114_0212,20231114,7,30.75,64.75,0.096,-2.4584672000000003,2.5544672000000004,0.337,False
20231112_1212,20231112,17,23.25,56.25,11.286,12.955551111111113,-1.6695511111111134,0.217,False
20231104_1212,20231104,17,24.75,64.5,-2.845,1.1520560000000115,-3.9970560000000117,0.0,False
20231101_1212,20231101,17,23.0,70.0,-2.288,-0.4655072000000044,-1.8224927999999954,0.0,False
20231103_0212,20231103,7,35.0,56.5,3.509,4.60886947368421,-1.0998694736842105,0.992,False
20231108_1212,20231108,17,38.5,67.5,5.851,7.501837209302323,-1.6508372093023231,0.766,False
20231115_1212,20231115,17,22.0,72.0,-5.545,-5.73484728033473,0.18984728033472997,0.0,False
20231113_0212,20231113,7,26.5,62.25,2.564,4.184377600000003,-1.620377600000003,0.281,False
20231113_0212,20231113,7,32.75,65.0,-4.942,-3.3684816000000044,-1.5735183999999958,0.217,False
20231110_1212,20231110,17,33.0,63.75,-1.572,-1.4570495999999962,-0.1149504000000039,0.051,False
20231103_0212,20231103,7,21.0,67.5,8.742,8.900152941176477,-0.1581529411764766,0.008,False
20231101_1212,20231101,17,25.5,63.0,1.901,1.9294847999999998,-0.028484799999999755,0.0,False
20231103_1212,20231103,17,25.25,57.5,-2.12,8.704664347826089,-10.82466434782609,0.0,False
20231101_0212,20231101,7,21.5,61.75,-1.612,-0.25582315789473703,-1.3561768421052631,0.0,False
20231114_1212,20231114,17,33.25,62.5,17.359,6.585696000000002,10.773304,0.902,False
20231114_1212,20231114,17,32.0,71.75,-8.856,-7.20537274549098,-1.6506272545090201,0.058,True
20231110_0212,20231110,7,39.0,59.25,-2.358,-2.6265199999999997,0.26851999999999965,0.292,False
20231103_0212,20231103,7,24.5,68.25,7.564,11.145547199999989,-3.5815471999999886,0.033,True
20231108_0212,20231108,7,37.5,64.25,-1.148,0.2912991304347851,-1.439299130434785,0.379,False
20231115_1212,20231115,17,26.75,69.25,-5.757,-5.510732799999998,-0.2462672000000019,0.0,True
20231108_0212,20231108,7,35.5,73.0,48.153,26.593130434782612,21.559869565217387,0.758,False
20231113_1212,20231113,17,30.5,71.75,-6.843,-0.3653172147001928,-6.477682785299807,0.102,True
20231102_1212,20231102,17,25.75,60.5,3.333,1.3401215999999994,1.9928784000000008,0.0,False
20231108_0212,20231108,7,37.0,63.75,-0.942,-0.8107792000000005,-0.13122079999999947,0.493,False
20231102_0212,20231102,7,26.25,68.25,9.552,12.303732799999997,-2.7517327999999974,0.079,True
20231108_1212,20231108,17,20.25,69.5,-3.38,1.060431428571423,-4.440431428571423,0.026,False
20231114_1212,20231114,17,37.25,68.25,-6.775,-4.269438655462184,-2.505561344537816,0.107,False
20231105_1212,20231105,17,23.75,59.0,-3.781,3.6016864000000037,-7.382686400000004,0.0,False
20231113_1212,20231113,17,21.25,68.5,16.691,15.39053999999999,1.3004600000000082,0.881,False
20231108_1212,20231108,17,21.75,56.5,2.693,3.5905894736842106,-0.8975894736842105,0.0,False
20231111_1212,20231111,17,38.5,69.5,8.791,1.234579520697166,7.556420479302835,0.946,False
20231103_0212,20231103,7,38.0,59.25,-4.182,0.9463619047619051,-5.128361904761905,0.229,False
20231115_0212,20231115,7,20.0,68.0,0.519,-0.4938738461538434,1.0128738461538433,0.0,False
20231107_0212,20231107,7,29.0,64.25,-0.668,-0.23247200000000304,-0.43552799999999703,0.202,False
20231109_0212,20231109,7,24.0,56.25,-3.115,-3.9929733333333326,0.8779733333333324,0.047,False
20231106_1212,20231106,17,37.5,62.25,-1.466,4.417629565217392,-5.883629565217392,0.126,False
20231102_0212,20231102,7,36.5,60.5,-4.83,-4.205971199999999,-0.6240288000000014,0.232,False
20231105_0212,20231105,7,38.5,65.75,9.0,10.988776842105263,-1.9887768421052634,0.774,False
20231112_0212,20231112,7,27.0,71.5,-0.017,5.69907758620689,-5.71607758620689,0.109,False
20231111_0212,20231111,7,37.25,59.0,1.866,-1.1155583333333334,2.9815583333333335,0.797,False
20231109_0212,20231109,7,32.0,62.5,-4.559,-4.926184000000002,0.36718400000000173,0.14,False
20231111_1212,20231111,17,29.75,63.5,-0.787,-1.2351456000000012,0.44814560000000114,0.0,False
20231111_0212,20231111,7,24.75,61.0,-4.835,-4.5094847999999965,-0.32551520000000345,0.0,False
20231105_1212,20231105,17,35.5,58.5,11.894,11.130977600000001,0.7630223999999988,0.297,False
20231103_0212,20231103,7,23.0,63.75,6.534,4.8747968,1.6592031999999994,0.029,False
20231107_0212,20231107,7,29.5,71.25,29.307,25.876994791666668,3.4300052083333306,0.587,True
20231105_0212,20231105,7,34.25,55.5,-2.881,-1.0379146666666668,-1.843085333333333,0.404,False
20231107_1212,20231107,17,36.25,55.5,2.462,6.418237333333333,-3.9562373333333327,0.06,False
20231101_1212,20231101,17,34.25,62.25,-0.522,4.285132800000002,-4.807132800000002,0.109,False
20231105_0212,20231105,7,33.0,64.25,9.424,6.949668800000001,2.474331199999998,0.907,False
20231105_0212,20231105,7,28.0,61.25,-4.122,0.21848480000000015,-4.3404848000000005,0.162,False
20231111_0212,20231111,7,37.25,58.75,-0.857,-0.9864983333333335,0.1294983333333335,0.654,False
20231107_1212,20231107,17,31.0,65.0,2.246,6.7740048000000055,-4.528004800000005,0.182,False
20231115_0212,20231115,7,35.5,57.75,-4.293,-3.555595,-0.7374050000000003,0.232,False
20231105_1212,20231105,17,34.25,59.0,3.157,13.960240000000002,-10.803240000000002,0.077,False
20231113_1212,20231113,17,38.0,62.75,-3.621,-2.7376171428571423,-0.8833828571428577,0.128,False
20231113_0212,20231113,7,32.0,62.75,-3.947,-3.9648144,0.017814399999999786,0.242,False
20231114_0212,20231114,7,23.25,72.0,33.468,24.671948672566376,8.796051327433627,0.401,False
20231102_0212,20231102,7,21.0,56.5,-6.919,-4.417659442724451,-2.5013405572755483,0.008,False
20231109_0212,20231109,7,35.25,69.0,20.596,8.203509615384615,12.392490384615385,0.634,False
20231109_1212,20231109,17,36.5,61.75,-1.673,0.11055359999999986,-1.7835535999999999,0.116,False
20231111_1212,20231111,17,27.0,66.75,-4.791,-4.453153599999997,-0.33784640000000365,0.0,True
20231108_1212,20231108,17,23.5,56.0,2.036,3.693360000000002,-1.657360000000002,0.0,False
20231101_1212,20231101,17,27.0,56.25,3.394,7.863151111111114,-4.469151111111114,0.058,False
20231106_1212,20231106,17,24.75,74.25,4.277,1.071272171253813,3.2057278287461872,0.37,True
20231113_0212,20231113,7,22.25,64.25,21.132,15.03492363636364,6.097076363636361,0.804,False
20231102_1212,20231102,17,26.0,73.0,1.565,-0.48312045454545477,2.0481204545454545,0.202,True
20231106_0212,20231106,7,28.0,61.5,-0.931,-0.32236159999999875,-0.6086384000000014,0.212,True
20231102_0212,20231102,7,27.25,67.5,13.349,11.710744,1.6382560000000002,0.376,False
20231115_0212,20231115,7,33.25,72.5,1.796,-1.3075784313725485,3.1035784313725485,0.145,False
20231111_1212,20231111,17,39.25,56.0,8.758,0.2920735294117648,8.465926470588235,0.278,False
20231113_1212,20231113,17,21.0,73.25,-6.673,2.6383190789473683,-9.311319078947369,0.0,False
20231107_0212,20231107,7,30.75,71.5,33.161,30.710382189239347,2.4506178107606544,0.861,True
20231106_1212,20231106,17,37.5,65.0,7.802,9.696852173913042,-1.8948521739130424,0.376,False
20231102_0212,20231102,7,20.75,61.75,-2.495,2.2988125000000057,-4.793812500000006,0.0,False
20231102_0212,20231102,7,24.0,65.75,6.292,7.564175999999996,-1.2721759999999964,0.079,False
20231114_1212,20231114,17,30.25,73.0,-8.359,-7.3221395939086324,-1.0368604060913675,0.095,True
20231107_0212,20231107,7,23.0,72.25,9.692,13.706634011090586,-4.014634011090585,0.081,False
20231101_0212,20231101,7,30.25,61.0,-6.057,-3.1593295999999986,-2.8976704000000018,0.165,False
