stamp,date,local_hour,lat,lon,night_fog_diff,nfd_local_bg,nfd_anomaly,cloud_proxy,label_real_fire_nearby
20211110_1227,20211110,17,24.25,68.75,-4.695,-3.307758399999996,-1.3872416000000043,0.011,False
20211115_0227,20211115,7,37.5,63.25,-6.486,-5.881166956521739,-0.6048330434782612,0.292,False
20211110_0227,20211110,7,27.75,58.75,-4.391,-3.6604607999999965,-0.7305392000000035,0.187,False
20211109_1227,20211109,17,35.0,58.25,-0.104,-1.4489519999999996,1.3449519999999995,0.11,False
20211107_1227,20211107,17,36.75,64.25,-2.511,2.4404639999999986,-4.951463999999999,0.515,False
20211109_0227,20211109,7,35.0,56.0,-4.59,-4.037447058823531,-0.5525529411764687,0.222,False
20211103_0227,20211103,7,29.5,67.75,18.763,15.332896,3.430104000000002,0.182,False
20211113_0227,20211113,7,38.0,72.25,0.725,2.1034406779660983,-1.3784406779660983,0.543,False
20211107_0227,20211107,7,23.75,71.25,3.989,14.88186217948717,-10.892862179487171,0.058,True
20211113_1227,20211113,17,28.25,69.5,-7.501,-6.873856,-0.6271440000000004,0.022,True
20211111_1227,20211111,17,27.0,65.75,-3.615,-4.047523200000001,0.4325232000000012,0.0,False
20211102_1227,20211102,17,21.75,63.25,-3.116,-3.9316899999999997,0.8156899999999996,0.0,False
20211110_0227,20211110,7,27.5,62.5,-1.555,-0.3439791999999965,-1.2110208000000036,0.185,False
20211102_1227,20211102,17,30.0,55.0,0.044,0.23085230769230644,-0.18685230769230643,0.0,False
20211115_0227,20211115,7,22.0,60.5,-2.048,-1.7999485714285715,-0.2480514285714286,0.0,False
20211101_1227,20211101,17,39.0,70.0,-5.442,-5.975618798955613,0.5336187989556125,0.346,False
20211114_1227,20211114,17,20.75,74.5,-4.711,-6.2133478260869675,1.5023478260869672,0.114,False
20211115_0227,20211115,7,23.25,61.5,0.252,-1.0412639999999955,1.2932639999999955,0.0,False
20211101_0227,20211101,7,24.25,71.5,8.853,7.561722772277231,1.2912772277227687,0.063,False
20211105_0227,20211105,7,23.0,71.0,25.731,33.426348800000014,-7.695348800000012,0.416,False
20211115_1227,20211115,17,28.25,66.5,-3.896,-4.751048,0.855048,0.07,True
20211106_0227,20211106,7,32.0,57.0,-2.425,-1.332737142857143,-1.0922628571428568,0.396,False
20211107_1227,20211107,17,34.0,56.0,2.349,8.405416470588234,-6.056416470588234,0.072,False
20211111_0227,20211111,7,33.0,64.25,-3.402,-2.5686943999999996,-0.8333056000000005,0.413,False
20211110_1227,20211110,17,34.75,70.0,-5.239,-5.766674230145871,0.5276742301458714,0.189,False
20211111_1227,20211111,17,26.0,59.0,-1.625,-1.9984783999999995,0.37347839999999954,0.0,False
20211102_0227,20211102,7,33.0,65.0,-1.387,3.1479519999999996,-4.534952,0.258,False
20211103_1227,20211103,17,27.25,70.5,-6.077,-5.2903136,-0.7866863999999998,0.058,False
20211107_0227,20211107,7,29.5,69.5,14.458,11.731988799999998,2.726011200000002,0.187,False
20211107_1227,20211107,17,22.25,64.75,-6.102,-3.0254218181818215,-3.0765781818181788,0.0,False
20211103_1227,20211103,17,39.5,58.5,13.097,19.52600266666667,-6.429002666666671,0.54,False
20211113_0227,20211113,7,34.25,56.25,-5.154,-4.099737777777779,-1.0542622222222207,0.25,False
20211101_1227,20211101,17,31.0,72.0,-4.785,-4.199555555555554,-0.5854444444444464,0.185,True
20211110_1227,20211110,17,28.25,69.0,-7.125,-4.045769600000004,-3.0792303999999957,0.013,True
20211111_1227,20211111,17,39.0,72.0,-3.843,-5.8277246963562765,1.9847246963562766,0.608,False
20211110_1227,20211110,17,21.25,72.25,-5.473,-5.31999492385789,-0.15300507614210979,0.029,False
20211105_1227,20211105,17,36.0,56.5,2.456,2.8155705263157897,-0.3595705263157898,0.138,False
20211111_1227,20211111,17,21.25,70.75,-6.092,-5.55949555555557,-0.53250444444443,0.004,False
20211114_0227,20211114,7,21.5,72.5,0.023,3.085969696969699,-3.0629696969696987,0.031,False
20211111_1227,20211111,17,39.5,58.25,-3.212,-1.604269333333333,-1.607730666666667,0.245,False
20211115_0227,20211115,7,23.5,57.25,-3.958,-4.376123636363635,0.41812363636363514,0.002,False
20211114_1227,20211114,17,34.75,72.5,-6.833,-5.875095607235141,-0.957904392764859,0.227,False
20211110_1227,20211110,17,29.0,67.0,-4.121,-4.176356800000001,0.055356800000000206,0.107,False
20211114_1227,20211114,17,31.75,71.0,-4.941,-5.861842013888885,0.9208420138888851,0.194,True
20211115_1227,20211115,17,35.0,58.75,-4.664,1.3637408000000002,-6.0277408,0.105,False
20211112_0227,20211112,7,39.25,68.0,-5.131,-1.6035848101265822,-3.527415189873418,0.445,False
20211106_1227,20211106,17,39.5,57.75,-0.711,7.046927777777778,-7.757927777777779,0.287,False
20211110_1227,20211110,17,38.25,71.25,-1.72,-5.42483240223464,3.70483240223464,0.745,False
20211105_0227,20211105,7,20.25,65.0,42.358,16.54057428571429,25.817425714285708,0.749,False
20211115_0227,20211115,7,22.5,66.25,1.76,2.918006956521744,-1.1580069565217441,0.0,False
20211106_0227,20211106,7,38.25,61.25,-1.424,0.6293139999999999,-2.053314,0.524,False
20211103_1227,20211103,17,37.25,68.5,1.744,0.8107962962962983,0.9332037037037016,0.472,False
20211114_0227,20211114,7,34.5,63.25,-3.578,-3.013518400000003,-0.564481599999997,0.34,False
20211109_1227,20211109,17,26.25,59.25,-1.314,-0.6349151999999995,-0.6790848000000006,0.0,False
20211106_0227,20211106,7,33.5,71.75,17.548,12.106144050104382,5.441855949895617,0.368,True
20211109_1227,20211109,17,32.75,67.0,3.66,-1.6653232000000007,5.325323200000001,0.524,False
20211111_1227,20211111,17,24.25,65.0,-4.953,-4.087668800000001,-0.8653311999999991,0.0,False
20211112_0227,20211112,7,20.5,71.0,48.174,15.397434666666673,32.77656533333332,0.771,False
20211111_0227,20211111,7,20.25,68.25,2.203,5.901688571428568,-3.6986885714285678,0.0,False
20211104_1227,20211104,17,38.75,58.75,-0.639,4.7160955555555555,-5.355095555555556,0.23,False
20211114_0227,20211114,7,36.5,71.5,21.981,12.329466517857142,9.65153348214286,0.79,False
20211113_0227,20211113,7,35.75,61.75,-4.342,-3.208339199999998,-1.1336608000000017,0.405,False
20211115_0227,20211115,7,26.25,67.75,6.4,6.397124799999995,0.0028752000000054068,0.11,True
20211114_0227,20211114,7,23.75,73.5,2.761,3.574345498783456,-0.8133454987834559,0.081,False
20211105_0227,20211105,7,39.75,65.5,8.167,11.557654285714285,-3.3906542857142856,0.472,False
20211107_0227,20211107,7,38.5,62.0,-2.073,2.2824168421052633,-4.355416842105264,0.496,False
20211103_0227,20211103,7,25.75,71.5,16.043,12.154699831365942,3.888300168634057,0.133,True
20211110_1227,20211110,17,27.5,73.5,6.288,-3.7089493333333277,9.996949333333328,0.896,False
20211109_0227,20211109,7,34.0,63.0,2.2,2.40544,-0.20543999999999984,0.521,False
20211102_0227,20211102,7,37.0,70.5,8.025,1.8305810055865916,6.194418994413409,0.351,False
20211112_0227,20211112,7,30.25,67.75,-2.215,0.6357711999999971,-2.850771199999997,0.192,True
20211108_0227,20211108,7,21.5,59.75,-2.162,-2.756585263157894,0.5945852631578941,0.0,False
20211103_1227,20211103,17,31.0,58.5,5.329,6.5453712,-1.2163712000000002,0.07,False
20211107_1227,20211107,17,24.5,63.25,-4.823,-4.067636799999993,-0.7553632000000077,0.0,False
20211113_1227,20211113,17,26.5,60.0,-2.233,-2.6529184,0.4199183999999998,0.0,False
20211112_1227,20211112,17,36.75,69.75,-9.669,-6.028464344941956,-3.640535655058044,0.316,False
20211101_1227,20211101,17,38.0,69.75,-6.062,-5.633797595190383,-0.4282024048096176,0.266,False
20211111_1227,20211111,17,35.25,56.25,-2.342,-0.3044955555555555,-2.0375044444444446,0.045,False
20211113_0227,20211113,7,35.0,68.75,-3.23,-0.4691023999999972,-2.760897600000003,0.377,False
20211102_1227,20211102,17,30.0,55.5,0.614,0.24766666666666545,0.3663333333333345,0.0,False
20211111_0227,20211111,7,33.5,55.0,-3.278,-3.6782984615384606,0.4002984615384606,0.281,False
20211110_0227,20211110,7,34.5,67.75,14.779,6.829873599999997,7.949126400000003,0.549,False
20211109_1227,20211109,17,24.0,65.75,-2.846,-1.4818272000000008,-1.3641727999999993,0.015,False
20211102_0227,20211102,7,35.5,68.25,0.456,2.4699503205128206,-2.0139503205128206,0.402,False
20211111_1227,20211111,17,33.75,65.75,-4.508,-4.7939072,0.2859071999999996,0.158,False
20211103_1227,20211103,17,22.25,63.25,-5.087,-4.349658181818185,-0.7373418181818145,0.0,False
20211111_0227,20211111,7,34.5,58.5,-4.034,-3.5489168000000006,-0.48508319999999916,0.321,False
20211106_1227,20211106,17,33.75,66.5,-2.706,-2.2327599999999994,-0.47324000000000055,0.591,False
20211107_1227,20211107,17,35.0,56.0,-1.719,8.620625882352943,-10.339625882352943,0.1,False
20211115_0227,20211115,7,34.0,71.0,0.296,4.049312614259594,-3.753312614259594,0.308,True
20211104_1227,20211104,17,26.0,70.25,-5.181,-5.5476768,0.3666767999999996,0.051,False
20211108_1227,20211108,17,29.75,71.25,-6.711,-6.942692844677137,0.2316928446771369,0.11,True
20211104_1227,20211104,17,25.0,72.0,-6.331,-6.120154545454547,-0.21084545454545367,0.045,False
20211102_0227,20211102,7,24.25,57.5,-2.806,-3.1232330434782605,0.3172330434782604,0.0,False
20211113_0227,20211113,7,21.75,74.5,2.955,8.048484374999997,-5.093484374999997,0.112,False
20211113_1227,20211113,17,26.75,63.25,-3.319,-3.5532784,0.2342784,0.0,False
20211110_1227,20211110,17,30.25,60.25,-1.474,-1.7773744000000007,0.3033744000000007,0.054,False
20211108_1227,20211108,17,23.5,65.0,-3.857,-1.1195231999999988,-2.7374768000000014,0.0,False
20211109_0227,20211109,7,22.0,57.25,-3.19,-3.8201558441558445,0.6301558441558446,0.091,False
20211115_0227,20211115,7,32.25,72.25,10.265,7.863627802690587,2.4013721973094135,0.197,True
20211104_1227,20211104,17,21.25,73.25,1.007,-4.8951149068323,5.9021149068323,0.18,False
20211102_1227,20211102,17,29.75,66.75,0.006,-2.529036800000002,2.5350368000000016,0.207,False
20211105_1227,20211105,17,38.0,66.5,-3.229,-4.008268571428571,0.7792685714285712,0.416,False
20211104_0227,20211104,7,39.25,70.5,27.679,46.39718404907977,-18.71818404907977,0.76,False
20211101_0227,20211101,7,21.25,59.0,-0.731,-0.13839999999999741,-0.5926000000000026,0.0,False
20211102_0227,20211102,7,25.0,58.25,-1.907,-2.7751103999999995,0.8681103999999995,0.0,False
20211108_0227,20211108,7,34.25,66.75,8.033,9.9293872,-1.8963872000000013,0.46,False
20211105_0227,20211105,7,25.75,68.5,-4.517,22.3023472,-26.8193472,0.091,True
20211109_0227,20211109,7,31.0,55.5,-3.024,-4.248237333333334,1.2242373333333338,0.374,False
20211111_1227,20211111,17,40.0,69.0,-7.717,-6.6735063291139225,-1.0434936708860771,0.266,False
20211110_1227,20211110,17,38.25,55.0,-1.672,-1.7690115384615386,0.09701153846153865,0.02,False
20211105_0227,20211105,7,32.25,55.25,-2.309,-1.4971428571428569,-0.8118571428571433,0.771,False
20211114_0227,20211114,7,22.5,73.5,-2.555,3.4246406250000008,-5.979640625000001,0.049,False
20211101_0227,20211101,7,36.75,67.75,1.682,3.1528631239935594,-1.4708631239935595,0.276,False
20211105_0227,20211105,7,32.5,67.25,2.226,6.869819200000001,-4.643819200000001,0.274,False
20211112_1227,20211112,17,35.25,58.75,-1.193,3.7890447999999988,-4.982044799999999,0.133,False
20211101_0227,20211101,7,38.25,58.0,-4.901,-4.60907,-0.2919299999999998,0.24,False
20211105_1227,20211105,17,36.0,60.25,0.591,0.43601760000000034,0.15498239999999963,0.25,False
20211104_0227,20211104,7,31.75,61.25,3.843,2.6635392000000015,1.1794607999999984,0.24,False
20211101_0227,20211101,7,33.5,60.25,-2.24,-2.412614399999999,0.17261439999999872,0.266,False
20211108_1227,20211108,17,39.0,56.75,-3.486,-1.6351147058823532,-1.850885294117647,0.138,False
20211115_0227,20211115,7,31.25,55.75,-1.552,-2.7140849999999994,1.1620849999999994,0.305,False
20211109_1227,20211109,17,28.0,63.0,-2.501,-2.033724800000001,-0.46727519999999867,0.029,False
20211103_1227,20211103,17,27.0,68.5,-4.914,-4.050742399999991,-0.8632576000000087,0.047,True
20211110_0227,20211110,7,24.25,66.75,54.302,19.632153600000002,34.6698464,1.0,False
20211106_1227,20211106,17,40.0,62.0,-3.537,0.21464615384615382,-3.7516461538461536,0.297,False
20211107_1227,20211107,17,27.25,67.75,-5.839,-4.260300800000003,-1.5786991999999973,0.02,True
20211101_1227,20211101,17,29.25,65.0,-2.104,-1.6083999999999985,-0.4956000000000016,0.091,False
20211103_0227,20211103,7,20.5,68.75,3.952,3.8599013333333216,0.09209866666667832,0.047,False
20211103_1227,20211103,17,20.75,73.25,-0.572,-0.6905470383275257,0.11854703832752578,0.141,False
20211111_0227,20211111,7,39.0,66.0,-4.974,-3.8021176470588207,-1.1718823529411795,0.295,False
20211107_1227,20211107,17,36.5,69.0,-3.982,0.31389482200647345,-4.295894822006474,0.448,False
20211113_0227,20211113,7,25.75,70.5,6.008,6.012563199999998,-0.004563199999997991,0.117,False
20211102_1227,20211102,17,30.0,61.0,-2.032,0.040646399999999264,-2.072646399999999,0.0,False
20211104_0227,20211104,7,21.5,60.25,-1.928,-1.4067115789473663,-0.5212884210526336,0.0,False
20211102_0227,20211102,7,23.25,70.0,3.262,5.920737599999995,-2.6587375999999954,0.033,False
20211107_0227,20211107,7,28.0,67.0,8.323,8.9813344,-0.6583343999999993,0.126,False
20211109_1227,20211109,17,26.0,66.25,-4.268,-2.251740800000001,-2.0162591999999986,0.0,False
20211110_0227,20211110,7,27.0,67.75,5.686,13.1286912,-7.4426912000000005,0.095,True
20211110_1227,20211110,17,29.75,71.25,-6.62,-5.328511343804539,-1.2914886561954608,0.1,True
20211115_0227,20211115,7,34.5,61.25,-5.982,-4.749430400000003,-1.232569599999997,0.295,False
20211114_0227,20211114,7,29.5,61.75,-0.097,-0.9748464000000007,0.8778464000000007,0.271,False
20211114_0227,20211114,7,30.75,64.75,3.833,2.508622399999998,1.3243776000000023,0.332,False
20211112_1227,20211112,17,23.25,56.25,0.403,-1.3400711111111094,1.7430711111111095,0.0,False
20211104_1227,20211104,17,24.75,64.5,-3.99,-3.8425792000000016,-0.14742079999999858,0.0,False
20211101_1227,20211101,17,23.0,70.0,-5.727,-6.0068160000000015,0.2798160000000012,0.0,False
20211103_0227,20211103,7,35.0,56.5,-5.669,-2.430174736842106,-3.2388252631578935,0.138,False
20211108_1227,20211108,17,38.5,67.5,-4.992,0.3189746300211419,-5.310974630021142,0.44,False
20211115_1227,20211115,17,22.0,72.0,-6.242,-5.110500000000011,-1.1314999999999893,0.013,False
20211113_0227,20211113,7,26.5,62.25,-2.501,-1.6349680000000038,-0.8660319999999961,0.093,False
20211113_0227,20211113,7,32.75,65.0,-2.748,-1.5443456000000013,-1.203654399999999,0.253,False
20211110_1227,20211110,17,33.0,63.75,-3.687,-3.510443199999999,-0.17655680000000062,0.145,False
20211103_0227,20211103,7,21.0,67.5,2.318,3.879002352941169,-1.561002352941169,0.0,False
20211101_1227,20211101,17,25.5,63.0,-3.242,-2.1986464000000008,-1.0433535999999992,0.0,False
20211103_1227,20211103,17,25.25,57.5,-4.099,0.7573739130434716,-4.8563739130434715,0.0,False
20211101_0227,20211101,7,21.5,61.75,2.804,2.836810526315789,-0.03281052631578918,0.0,False
20211114_1227,20211114,17,33.25,62.5,-3.037,-3.394707200000001,0.357707200000001,0.129,False
20211114_1227,20211114,17,32.0,71.75,-6.756,-5.943887775551107,-0.8121122244488932,0.177,True
20211110_0227,20211110,7,39.0,59.25,-2.893,-3.721908235294117,0.8289082352941173,0.382,False
20211103_0227,20211103,7,24.5,68.25,6.404,8.671041599999997,-2.267041599999997,0.047,True
20211108_0227,20211108,7,37.5,64.25,6.066,3.954605217391304,2.111394782608696,0.578,False
20211115_1227,20211115,17,26.75,69.25,-5.775,-5.912758400000002,0.13775840000000183,0.036,False
20211108_0227,20211108,7,35.5,73.0,-1.649,15.776055900621122,-17.42505590062112,0.487,False
20211113_1227,20211113,17,30.5,71.75,-7.96,-7.894528046421669,-0.06547195357833058,0.081,True
20211102_1227,20211102,17,25.75,60.5,-1.116,-1.2088128,0.09281279999999992,0.0,False
20211108_0227,20211108,7,37.0,63.75,8.682,2.3472128000000008,6.334787199999999,0.608,False
20211102_0227,20211102,7,26.25,68.25,15.743,12.743886400000003,2.9991135999999976,0.074,True
20211108_1227,20211108,17,20.25,69.5,9.864,2.485465714285718,7.378534285714283,0.382,False
20211114_1227,20211114,17,37.25,68.25,-5.73,-5.4930941176470585,-0.23690588235294197,0.396,False
20211105_1227,20211105,17,23.75,59.0,-4.504,-1.2677856000000025,-3.236214399999997,0.0,False
20211113_1227,20211113,17,21.25,68.5,-4.755,-4.8823133333333315,0.1273133333333316,0.0,False
20211108_1227,20211108,17,21.75,56.5,1.5,0.7520868421052647,0.7479131578947353,0.0,False
20211111_1227,20211111,17,38.5,69.5,-8.155,-6.237479302832246,-1.9175206971677534,0.253,False
20211103_0227,20211103,7,38.0,59.25,-4.465,-2.1005695238095234,-2.3644304761904764,0.242,False
20211115_0227,20211115,7,20.0,68.0,4.637,3.2980953846153938,1.3389046153846058,0.0,False
20211107_0227,20211107,7,29.0,64.25,9.715,6.371174399999997,3.3438256000000033,0.227,False
20211109_0227,20211109,7,24.0,56.25,-3.42,-4.029857777777776,0.6098577777777763,0.051,False
20211106_1227,20211106,17,37.5,62.25,4.905,1.3727721739130412,3.532227826086959,0.559,False
20211102_0227,20211102,7,36.5,60.5,-4.339,-1.0402927999999994,-3.298707200000001,0.24,False
20211105_0227,20211105,7,38.5,65.75,15.59,10.43970947368421,5.150290526315789,0.481,False
20211112_0227,20211112,7,27.0,71.5,6.599,9.17348448275862,-2.5744844827586206,0.141,False
20211111_0227,20211111,7,37.25,59.0,-4.375,-4.709716666666667,0.334716666666667,0.321,False
20211109_0227,20211109,7,32.0,62.5,-4.059,4.326691199999999,-8.3856912,0.222,False
20211111_1227,20211111,17,29.75,63.5,-2.627,-3.2926384,0.6656384000000002,0.079,False
20211111_0227,20211111,7,24.75,61.0,-2.712,-1.5171199999999954,-1.1948800000000048,0.0,False
20211105_1227,20211105,17,35.5,58.5,-0.583,2.030304,-2.6133040000000003,0.093,False
20211103_0227,20211103,7,23.0,63.75,4.385,4.388427199999999,-0.0034271999999990754,0.0,False
20211107_0227,20211107,7,29.5,71.25,18.474,13.598057291666674,4.875942708333326,0.172,True
20211105_0227,20211105,7,34.25,55.5,3.419,-1.4982533333333334,4.917253333333333,0.451,False
20211107_1227,20211107,17,36.25,55.5,2.633,7.351378666666666,-4.718378666666666,0.521,False
20211101_1227,20211101,17,34.25,62.25,-2.803,-2.2178367999999993,-0.5851632000000007,0.079,False
20211105_0227,20211105,7,33.0,64.25,2.327,3.7911503999999985,-1.4641503999999985,0.324,False
20211105_0227,20211105,7,28.0,61.25,3.107,1.563278399999999,1.5437216000000011,0.175,True
20211111_0227,20211111,7,37.25,58.75,-3.998,-4.769533333333333,0.7715333333333332,0.377,False
20211107_1227,20211107,17,31.0,65.0,-2.844,-0.9416080000000031,-1.9023919999999968,0.145,False
20211115_0227,20211115,7,35.5,57.75,-3.709,-4.414008333333333,0.7050083333333332,0.327,False
20211105_1227,20211105,17,34.25,59.0,-0.811,2.7799552000000016,-3.5909552000000016,0.098,False
20211113_1227,20211113,17,38.0,62.75,0.958,0.8520704761904753,0.1059295238095247,0.428,False
20211113_0227,20211113,7,32.0,62.75,-1.26,-1.4616559999999998,0.20165599999999984,0.34,False
20211114_0227,20211114,7,23.25,72.0,3.469,3.811325663716815,-0.34232566371681505,0.065,False
20211102_0227,20211102,7,21.0,56.5,-2.976,-3.060157894736842,0.08415789473684221,0.056,False
20211109_0227,20211109,7,35.25,69.0,-0.031,13.135753205128207,-13.166753205128208,0.53,False
20211109_1227,20211109,17,36.5,61.75,-4.445,-3.1731647999999995,-1.2718352000000008,0.182,False
20211111_1227,20211111,17,27.0,66.75,-4.646,-4.443918400000004,-0.2020815999999961,0.0,False
20211108_1227,20211108,17,23.5,56.0,0.966,2.4165176470588223,-1.4505176470588224,0.0,False
20211101_1227,20211101,17,27.0,56.25,-3.603,-0.9706577777777733,-2.632342222222227,0.0,False
20211106_1227,20211106,17,24.75,74.25,10.297,2.0565626911315014,8.240437308868499,0.756,True
20211113_0227,20211113,7,22.25,64.25,2.151,2.3330854545454582,-0.18208545454545844,0.006,False
20211102_1227,20211102,17,26.0,73.0,-6.133,-5.78780227272727,-0.3451977272727298,0.084,False
20211106_0227,20211106,7,28.0,61.5,2.049,1.9820512,0.06694880000000003,0.197,True
20211102_0227,20211102,7,27.25,67.5,17.882,14.1157136,3.766286400000002,0.124,False
20211115_0227,20211115,7,33.25,72.5,10.478,6.001806372549014,4.476193627450986,0.23,True
20211111_1227,20211111,17,39.25,56.0,1.617,0.17091911764705905,1.446080882352941,0.308,False
20211113_1227,20211113,17,21.0,73.25,-5.878,-6.531315789473659,0.653315789473659,0.022,False
20211107_0227,20211107,7,30.75,71.5,12.835,13.205393320964742,-0.370393320964741,0.16,True
20211106_1227,20211106,17,37.5,65.0,-2.88,-3.122168695652176,0.24216869565217625,0.33,False
20211102_0227,20211102,7,20.75,61.75,3.587,3.8087199999999997,-0.22171999999999947,0.0,False
20211102_0227,20211102,7,24.0,65.75,11.866,8.9670064,2.898993599999999,0.0,False
20211114_1227,20211114,17,30.25,73.0,-7.231,-6.79633248730964,-0.43466751269035964,0.165,True
20211107_0227,20211107,7,23.0,72.25,-0.488,21.459362292051747,-21.947362292051746,0.068,False
20211101_0227,20211101,7,30.25,61.0,-1.915,-0.6135600000000013,-1.3014399999999986,0.189,False
